,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
96,Traveling Wilburys,Logged In,Colin,M,75,Freeman,196.51873,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,Margarita,200,1538357452000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
97,Dead Can Dance,Logged In,Warren,M,9,Miller,203.91138,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,The Promised Womb (Remastered),200,1538357543000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
98,Cristina Pato,Logged In,Ashlynn,F,20,Williams,337.8673,free,"Tallahassee, FL",PUT,NextSong,1537365219000.0,217,MiÃÂ±a Nai LÃÂºa,200,1538357578000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",74
99,The Killers,Logged In,Micah,M,113,Long,246.80444,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1538331630000.0,8,Read My Mind,200,1538357593000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
100,Jacky Terrasson,Logged In,Colin,M,76,Freeman,342.7522,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,Le Jardin d'Hiver,200,1538357648000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
101,,Logged In,Colin,M,77,Freeman,,paid,"Bakersfield, CA",PUT,Thumbs Up,1538173362000.0,29,,307,1538357649000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
102,En Vogue,Logged In,Warren,M,10,Miller,250.46159,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,Free Your Mind,200,1538357746000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
103,Foo Fighters,Logged In,Micah,M,114,Long,235.28444,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1538331630000.0,8,Learn To Fly,200,1538357839000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
104,Galaxie 500,Logged In,Ashlynn,F,21,Williams,276.32281,free,"Tallahassee, FL",PUT,NextSong,1537365219000.0,217,Melt Away,200,1538357915000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",74
105,,Logged In,Ashlynn,F,22,Williams,,free,"Tallahassee, FL",PUT,Thumbs Up,1537365219000.0,217,,307,1538357916000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",74
106,Faith Evans,Logged In,Colin,M,78,Freeman,324.28363,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,Soon As I Get Home(Album Version),200,1538357990000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
107,,Logged In,Colin,M,79,Freeman,,paid,"Bakersfield, CA",PUT,Thumbs Up,1538173362000.0,29,,307,1538357991000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
108,Linkin Park,Logged In,Warren,M,11,Miller,268.61669,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,New Divide (Album Version),200,1538357996000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
109,Owl City,Logged In,Micah,M,115,Long,230.81751,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1538331630000.0,8,Umbrella Beach,200,1538358074000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
110,,Logged Out,,,0,,,free,,PUT,Login,,100,,307,1538358102000,,
111,Paramore,Logged In,Ashlynn,F,23,Williams,198.76526,free,"Tallahassee, FL",PUT,NextSong,1537365219000.0,217,Franklin (Album Version),200,1538358191000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",74
112,,Logged In,Ashlynn,F,24,Williams,,free,"Tallahassee, FL",PUT,Thumbs Down,1537365219000.0,217,,307,1538358192000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",74
113,Dwight Yoakam,Logged In,Warren,M,12,Miller,239.3073,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,You're The One,200,1538358264000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
114,Moose,Logged In,Micah,M,116,Long,384.23465,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1538331630000.0,8,This River Will Never Run Dry,200,1538358304000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
115,Righeira,Logged In,Colin,M,80,Freeman,218.53995,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,Vamos a la Playa,200,1538358314000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
116,Klaus Schulze,Logged In,Warren,M,13,Miller,1242.46159,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,North Of the Yukon,200,1538358503000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
117,Miranda!,Logged In,Colin,M,81,Freeman,229.82485,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,Perfecta,200,1538358532000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
118,,Logged In,Alex,M,1,Hogan,,free,"Denver-Aurora-Lakewood, CO",GET,Home,1535066380000.0,100,,200,1538358605000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
119,The Devil Wears Prada,Logged In,Micah,M,117,Long,69.69424,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1538331630000.0,8,The Ascent (LP Version),200,1538358688000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
120,Justin Bieber,Logged In,Micah,M,118,Long,245.73342,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1538331630000.0,8,Down To Earth,200,1538358757000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
121,Trivium,Logged In,Colin,M,82,Freeman,293.66812,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,Requiem,200,1538358761000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
122,,Logged In,Micah,M,119,Long,,free,"Boston-Cambridge-Newton, MA-NH",GET,Roll Advert,1538331630000.0,8,,200,1538358779000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
123,The Cardigans,Logged In,Alex,M,2,Hogan,198.21669,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,Lovefool,200,1538358818000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
124,OutKast,Logged In,Micah,M,120,Long,234.29179,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1538331630000.0,8,The Way You Move,200,1538359002000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
125,Collective Soul,Logged In,Alex,M,3,Hogan,273.47546,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,Run (LP Version),200,1538359016000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
126,Foolish Things,Logged In,Colin,M,83,Freeman,266.86649,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,Who Can Compare,200,1538359054000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
127,,Logged In,Ainsley,F,0,Farley,,free,"McAllen-Edinburg-Mission, TX",GET,Home,1538304455000.0,187,,200,1538359181000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
128,Skunk Anansie,Logged In,Ainsley,F,1,Farley,194.58567,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,Pickin On Me,200,1538359204000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
129,Underworld,Logged In,Micah,M,121,Long,788.92363,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1538331630000.0,8,mmm skyscraper...i love you,200,1538359236000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
130,,Logged In,Micah,M,122,Long,,free,"Boston-Cambridge-Newton, MA-NH",PUT,Add to Playlist,1538331630000.0,8,,200,1538359261000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
131,Dario Marianelli,Logged In,Alex,M,4,Hogan,146.99057,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,Cello Lesson,200,1538359289000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
132,The Black Keys,Logged In,Colin,M,84,Freeman,1400.2673,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,240 Years Before Your Time,200,1538359320000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
133,Sick Puppies,Logged In,Ainsley,F,2,Farley,198.94812,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,War,200,1538359398000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
134,David Sanborn,Logged In,Alex,M,5,Hogan,217.73016,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,Little Flower,200,1538359435000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
135,Alice In Chains,Logged In,Ainsley,F,3,Farley,153.3122,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,We Die Young,200,1538359596000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
136,Michael Franks,Logged In,Alex,M,6,Hogan,346.3571,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,When Sly Calls [Don't Touch That Phone] (LP Version),200,1538359652000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
137,The Airborne Toxic Event,Logged In,Warren,M,14,Miller,216.21506,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,This Losing,200,1538359745000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
138,Letzte Instanz,Logged In,Ainsley,F,4,Farley,222.58893,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,Bittere Nacht,200,1538359749000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
139,,Logged In,Alex,M,7,Hogan,,free,"Denver-Aurora-Lakewood, CO",GET,Help,1535066380000.0,100,,200,1538359923000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
140,Atreyu,Logged In,Warren,M,15,Miller,213.52444,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,Your Private War (LP Version),200,1538359961000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
141,Florence + The Machine,Logged In,Ainsley,F,5,Farley,258.55955,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,Cosmic Love,200,1538359971000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
142,Daft Punk,Logged In,Alex,M,8,Hogan,213.28934,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,Harder Better Faster Stronger (Alive Radio Edit 2007),200,1538359998000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
143,Sick Puppies,Logged In,Micah,M,123,Long,200.75057,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1538331630000.0,8,Too Many Words,200,1538360024000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
144,,Logged In,Micah,M,124,Long,,free,"Boston-Cambridge-Newton, MA-NH",GET,Upgrade,1538331630000.0,8,,200,1538360042000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
145,,Logged In,Micah,M,125,Long,,free,"Boston-Cambridge-Newton, MA-NH",GET,Upgrade,1538331630000.0,8,,200,1538360044000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
146,,Logged Out,,,0,,,free,,PUT,Login,,241,,307,1538360117000,,
147,,Logged In,Zyonna,F,1,Bird,,free,"Columbus, GA-AL",GET,Home,1536663902000.0,241,,200,1538360138000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,88
148,Creed,Logged In,Zyonna,F,2,Bird,295.3922,free,"Columbus, GA-AL",PUT,NextSong,1536663902000.0,241,My Sacrifice,200,1538360163000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,88
149,Shakira Featuring Wyclef Jean,Logged In,Warren,M,16,Miller,217.36444,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,Hips Don't Lie (featuring Wyclef Jean),200,1538360174000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
150,The Dingees,Logged In,Alex,M,9,Hogan,221.23057,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,Summer,200,1538360211000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
151,Taylor Swift,Logged In,Micah,M,126,Long,245.36771,free,"Boston-Cambridge-Newton, MA-NH",PUT,NextSong,1538331630000.0,8,The Way I Loved You,200,1538360224000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
152,,Logged In,Micah,M,127,Long,,free,"Boston-Cambridge-Newton, MA-NH",GET,Roll Advert,1538331630000.0,8,,200,1538360228000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",9
153,Rick Astley,Logged In,Ainsley,F,6,Farley,261.69424,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,Hold Me In Your Arms,200,1538360229000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
154,Shafiq Husayn,Logged In,Warren,M,17,Miller,186.14812,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,No Moor,200,1538360391000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
155,The Clientele,Logged In,Alex,M,10,Hogan,264.95955,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,House On Fire,200,1538360432000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
156,Nelly / Jaheim,Logged In,Zyonna,F,3,Bird,336.56118,free,"Columbus, GA-AL",PUT,NextSong,1536663902000.0,241,My Place,200,1538360458000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,88
157,A&E,Logged In,Ainsley,F,7,Farley,239.69914,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,Shima Guni,200,1538360490000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
158,,Logged In,Ainsley,F,8,Farley,,free,"McAllen-Edinburg-Mission, TX",GET,Help,1538304455000.0,187,,200,1538360520000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
159,We The Kings,Logged In,Warren,M,18,Miller,206.52363,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,Secret Valentine,200,1538360577000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
160,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Logged In,Alex,M,11,Hogan,277.15873,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),200,1538360696000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
161,Belanova,Logged In,Colin,M,85,Freeman,185.88689,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,Rosa Pastel,200,1538360720000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
162,JoÃÂ£o Gilberto,Logged In,Ainsley,F,9,Farley,258.37669,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,Ave Maria No Morro,200,1538360729000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
163,,Logged In,Colin,M,86,Freeman,,paid,"Bakersfield, CA",GET,Roll Advert,1538173362000.0,29,,200,1538360737000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
164,,Logged In,Zyonna,F,4,Bird,,free,"Columbus, GA-AL",GET,Roll Advert,1536663902000.0,241,,200,1538360739000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,88
165,Ginuwine,Logged In,Warren,M,19,Miller,243.30404,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,In Those Jeans,200,1538360783000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
166,Cherie,Logged In,Colin,M,87,Freeman,202.13506,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,I'm Ready (Album Version),200,1538360905000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
167,,Logged In,Zyonna,F,5,Bird,,free,"Columbus, GA-AL",GET,Roll Advert,1536663902000.0,241,,200,1538360912000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,88
168,Griffin House,Logged In,Zyonna,F,6,Bird,195.7873,free,"Columbus, GA-AL",PUT,NextSong,1536663902000.0,241,The Guy That Says Goodbye To You Is Out Of His Mind,200,1538360930000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,88
169,Stephen Marley / Damian Marley,Logged In,Alex,M,12,Hogan,220.52526,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,The Traffic Jam,200,1538360973000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
170,Ashley Tisdale/Lucas Grabeel,Logged In,Ainsley,F,10,Farley,277.05424,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,I Want It All,200,1538360987000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
171,Colony 5,Logged In,Warren,M,20,Miller,286.71955,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,Science,200,1538361026000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
172,Starfield,Logged In,Colin,M,88,Freeman,265.7171,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,No Other Saviour,200,1538361107000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
173,Queen,Logged In,Zyonna,F,7,Bird,139.17995,free,"Columbus, GA-AL",PUT,NextSong,1536663902000.0,241,Who Wants To Live Forever (With Commentary),200,1538361125000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,88
174,,Logged In,Zyonna,F,8,Bird,,free,"Columbus, GA-AL",GET,Roll Advert,1536663902000.0,241,,200,1538361154000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,88
175,BjÃÂ¶rk,Logged In,Alex,M,13,Hogan,348.57751,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,Undo,200,1538361193000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
176,,Logged In,Alex,M,14,Hogan,,free,"Denver-Aurora-Lakewood, CO",PUT,Add Friend,1535066380000.0,100,,307,1538361194000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
177,Stevie Ray Vaughan And Double Trouble,Logged In,Ainsley,F,11,Farley,256.15628,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,Leave My Girl Alone,200,1538361264000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
178,Black Eyed Peas,Logged In,Warren,M,21,Miller,289.12281,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,I Gotta Feeling,200,1538361312000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
179,JosÃÂ© GonzÃÂ¡lez,Logged In,Colin,M,89,Freeman,168.98567,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,Hints,200,1538361372000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
180,,Logged In,Alex,M,15,Hogan,,free,"Denver-Aurora-Lakewood, CO",GET,Home,1535066380000.0,100,,200,1538361487000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
181,Dario Marianelli,Logged In,Ainsley,F,12,Farley,282.95791,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,With My Own Eyes,200,1538361520000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
182,,Logged In,Ainsley,F,13,Farley,,free,"McAllen-Edinburg-Mission, TX",PUT,Logout,1538304455000.0,187,,307,1538361521000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
183,,Logged Out,,,14,,,free,,GET,Home,,187,,200,1538361527000,,
184,,Logged Out,,,15,,,free,,PUT,Login,,187,,307,1538361528000,,
185,Coldplay,Logged In,Colin,M,90,Freeman,268.38159,paid,"Bakersfield, CA",PUT,NextSong,1538173362000.0,29,Yellow,200,1538361540000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
186,DEATH,Logged In,Alex,M,16,Hogan,251.37587,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,Together as one,200,1538361541000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
187,,Logged In,Ainsley,F,16,Farley,,free,"McAllen-Edinburg-Mission, TX",GET,Home,1538304455000.0,187,,200,1538361561000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
188,,Logged In,Colin,M,91,Freeman,,paid,"Bakersfield, CA",PUT,Add to Playlist,1538173362000.0,29,,200,1538361575000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,30
189,Coldplay,Logged In,Warren,M,22,Miller,307.51302,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1538169823000.0,240,Clocks,200,1538361601000,Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0,4
190,Firewind,Logged In,Alex,M,17,Hogan,222.22322,free,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1535066380000.0,100,Before The Storm,200,1538361792000,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,101
191,The Kooks,Logged In,Ainsley,F,17,Farley,203.96363,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,Naive,200,1538361802000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
